t,exact,numerical,error
0.00000000000000000,2.00000000000000000,2.00000000000000000,0.00000000000000000
0.03000000000000000,1.71197833367778407,1.69999999999999996,0.01197833367778411
0.06000000000000000,1.46963556961463793,1.43495145631067955,0.03468411330395837
0.09000000000000000,1.28822687795277524,1.23799230628320212,0.05023457166957312
0.12000000000000000,1.16522975446006360,1.11353761400666529,0.05169214045339832
0.14999999999999999,1.08879497785806856,1.04663152003845172,0.04216345781961683
0.17999999999999999,1.04488280422363244,1.01621965914380930,0.02866314507982315
0.20999999999999999,1.02140421025919315,1.00467346110923317,0.01673074914995998
0.23999999999999999,1.00965793101369217,1.00108146207486381,0.00857646893882835
0.27000000000000002,1.00413412757748777,1.00019187230360496,0.00394225527388281
0.30000000000000004,1.00168293464339064,1.00002417288864320,0.00165876175474744
0.33000000000000007,1.00065302496448272,1.00000185945297249,0.00065116551151023
0.36000000000000010,1.00024204739044764,1.00000005592339769,0.00024199146704995
0.39000000000000012,1.00008587114002756,0.99999999917759708,0.00008587196243048
0.42000000000000015,1.00002921344367501,1.00000000004733258,0.00002921339634243
0.45000000000000018,1.00000954703501721,0.99999999999533340,0.00000954703968381
0.48000000000000020,1.00000300205921389,1.00000000000064371,0.00000300205857018
0.51000000000000023,1.00000090971777267,0.99999999999988687,0.00000090971788580
0.54000000000000026,1.00000026604974845,1.00000000000002398,0.00000026604972447
0.57000000000000028,1.00000007519401035,0.99999999999999412,0.00000007519401624
0.60000000000000031,1.00000002056503834,1.00000000000000155,0.00000002056503678
0.63000000000000034,1.00000000544919110,0.99999999999999956,0.00000000544919154
0.66000000000000036,1.00000000140052903,1.00000000000000022,0.00000000140052880
0.69000000000000039,1.00000000034952974,0.99999999999999989,0.00000000034952985
0.72000000000000042,1.00000000008479262,1.00000000000000000,0.00000000008479262
0.75000000000000044,1.00000000002001421,1.00000000000000000,0.00000000002001421
0.78000000000000047,1.00000000000460076,1.00000000000000000,0.00000000000460076
0.81000000000000050,1.00000000000103095,1.00000000000000000,0.00000000000103095
0.84000000000000052,1.00000000000022538,1.00000000000000000,0.00000000000022538
0.87000000000000055,1.00000000000004818,1.00000000000000000,0.00000000000004818
0.90000000000000058,1.00000000000000999,1.00000000000000000,0.00000000000000999
0.93000000000000060,1.00000000000000200,1.00000000000000000,0.00000000000000200
0.96000000000000063,1.00000000000000044,1.00000000000000000,0.00000000000000044
0.99000000000000066,1.00000000000000000,1.00000000000000000,0.00000000000000000
