x,exact,equidistant,chebyshev
-0.011,-0.011,-0.491218,-1.42031
-0.01,-0.01,-0.487127,-1.42116
-0.009,-0.009,-0.482988,-1.42199
-0.008,-0.008,-0.4788,-1.4228
-0.007,-0.007,-0.474563,-1.42359
-0.006,-0.006,-0.470277,-1.42435
-0.005,-0.005,-0.465941,-1.42509
-0.004,-0.004,-0.461556,-1.42581
-0.003,-0.003,-0.45712,-1.42651
-0.002,-0.002,-0.452634,-1.42718
-0.001,-0.001,-0.448097,-1.42783
0,0,-0.443509,-1.42846
0.001,0.001,-0.438869,-1.42906
0.002,0.002,-0.434178,-1.42964
0.003,0.003,-0.429435,-1.43019
0.004,0.004,-0.42464,-1.43072
0.005,0.005,-0.419792,-1.43123
0.006,0.006,-0.414891,-1.43171
0.007,0.007,-0.409937,-1.43217
0.008,0.008,-0.404929,-1.4326
0.009,0.009,-0.399867,-1.43301
0.01,0.01,-0.394752,-1.43339
0.011,0.011,-0.389581,-1.43374
0.012,0.012,-0.384356,-1.43407
0.013,0.013,-0.379076,-1.43438
0.014,0.014,-0.37374,-1.43465
0.015,0.015,-0.368349,-1.43491
0.016,0.016,-0.362901,-1.43513
0.017,0.017,-0.357397,-1.43533
0.018,0.018,-0.351836,-1.4355
0.019,0.0189999,-0.346218,-1.43565
0.02,0.0199999,-0.340542,-1.43577
0.021,0.0209999,-0.334809,-1.43586
0.022,0.0219999,-0.329018,-1.43592
0.023,0.0229998,-0.323168,-1.43596
0.024,0.0239998,-0.31726,-1.43596
0.025,0.0249998,-0.311292,-1.43594
0.026,0.0259997,-0.305265,-1.43589
0.027,0.0269996,-0.299178,-1.43582
0.028,0.0279996,-0.293031,-1.43571
0.029,0.0289995,-0.286824,-1.43558
0.03,0.0299994,-0.280556,-1.43541
0.031,0.0309993,-0.274226,-1.43522
0.032,0.0319992,-0.267835,-1.435
0.033,0.032999,-0.261383,-1.43475
0.034,0.0339989,-0.254868,-1.43447
0.035,0.0349987,-0.24829,-1.43415
0.036,0.0359985,-0.24165,-1.43381
0.037,0.0369983,-0.234947,-1.43344
0.038,0.037998,-0.228179,-1.43304
0.039,0.0389977,-0.221348,-1.4326
0.04,0.0399974,-0.214453,-1.43214
0.041,0.0409971,-0.207493,-1.43164
0.042,0.0419967,-0.200468,-1.43111
0.043,0.0429963,-0.193378,-1.43056
0.044,0.0439959,-0.186222,-1.42996
0.045,0.0449954,-0.178999,-1.42934
0.046,0.0459949,-0.171711,-1.42869
0.047,0.0469943,-0.164355,-1.428
0.048,0.0479936,-0.156933,-1.42728
0.049,0.0489929,-0.149442,-1.42653
0.05,0.0499922,-0.141884,-1.42574
0.051,0.0509914,-0.134258,-1.42492
0.052,0.0519905,-0.126563,-1.42407
0.053,0.0529895,-0.118799,-1.42318
0.054,0.0539885,-0.110965,-1.42226
0.055,0.0549874,-0.103062,-1.4213
0.056,0.0559862,-0.0950883,-1.42031
0.057,0.056985,-0.0870443,-1.41929
0.058,0.0579836,-0.0789294,-1.41823
0.059,0.0589821,-0.0707432,-1.41714
0.06,0.0599806,-0.0624853,-1.41601
0.061,0.0609789,-0.0541554,-1.41484
0.062,0.0619771,-0.045753,-1.41364
0.063,0.0629752,-0.0372778,-1.41241
0.064,0.0639732,-0.0287294,-1.41114
0.065,0.064971,-0.0201074,-1.40983
0.066,0.0659687,-0.0114114,-1.40848
0.067,0.0669663,-0.002641,-1.4071
0.068,0.0679637,0.00620416,-1.40568
0.069,0.0689609,0.0151245,-1.40423
0.07,0.069958,0.0241204,-1.40273
0.071,0.0709549,0.0331922,-1.4012
0.072,0.0719517,0.0423404,-1.39963
0.073,0.0729482,0.0515654,-1.39803
0.074,0.0739446,0.0608675,-1.39638
0.075,0.0749407,0.0702472,-1.3947
0.076,0.0759367,0.0797048,-1.39297
0.077,0.0769324,0.0892408,-1.39121
0.078,0.0779279,0.0988556,-1.38941
0.079,0.0789231,0.10855,-1.38757
0.08,0.0799182,0.118323,-1.38569
0.081,0.0809129,0.128177,-1.38377
0.082,0.0819074,0.138111,-1.38181
0.083,0.0829016,0.148125,-1.3798
0.084,0.0838956,0.158221,-1.37776
0.085,0.0848892,0.168399,-1.37568
0.086,0.0858826,0.178659,-1.37355
0.087,0.0868756,0.189001,-1.37139
0.088,0.0878683,0.199426,-1.36918
0.089,0.0888606,0.209934,-1.36693
0.09,0.0898526,0.220526,-1.36464
0.091,0.0908443,0.231203,-1.36231
0.092,0.0918355,0.241964,-1.35993
0.093,0.0928264,0.25281,-1.35751
0.094,0.0938169,0.263741,-1.35505
0.095,0.0948069,0.274758,-1.35254
0.096,0.0957966,0.285862,-1.34999
0.097,0.0967858,0.297052,-1.3474
0.098,0.0977745,0.30833,-1.34476
0.099,0.0987628,0.319695,-1.34208
0.1,0.0997506,0.331148,-1.33935
0.101,0.100738,0.34269,-1.33658
0.102,0.101725,0.35432,-1.33376
0.103,0.102711,0.36604,-1.3309
0.104,0.103697,0.37785,-1.32799
0.105,0.104682,0.38975,-1.32503
0.106,0.105666,0.40174,-1.32203
0.107,0.106651,0.413822,-1.31899
0.108,0.107634,0.425995,-1.31589
0.109,0.108617,0.438261,-1.31275
0.11,0.109599,0.450619,-1.30956
0.111,0.11058,0.463069,-1.30633
0.112,0.111561,0.475614,-1.30305
0.113,0.112541,0.488252,-1.29971
0.114,0.113521,0.500984,-1.29633
0.115,0.114499,0.513811,-1.29291
0.116,0.115477,0.526733,-1.28943
0.117,0.116454,0.539751,-1.2859
0.118,0.117431,0.552866,-1.28233
0.119,0.118406,0.566076,-1.2787
0.12,0.119381,0.579384,-1.27503
0.121,0.120355,0.592789,-1.2713
0.122,0.121328,0.606293,-1.26753
0.123,0.1223,0.619894,-1.2637
0.124,0.123271,0.633595,-1.25982
0.125,0.124242,0.647395,-1.25589
0.126,0.125211,0.661295,-1.25191
0.127,0.126179,0.675295,-1.24788
0.128,0.127147,0.689397,-1.2438
0.129,0.128113,0.703599,-1.23966
0.13,0.129078,0.717903,-1.23547
0.131,0.130043,0.73231,-1.23123
0.132,0.131006,0.746819,-1.22693
0.133,0.131968,0.761432,-1.22258
0.134,0.132929,0.776148,-1.21818
0.135,0.133888,0.790968,-1.21372
0.136,0.134847,0.805893,-1.20921
0.137,0.135804,0.820923,-1.20465
0.138,0.13676,0.836059,-1.20003
0.139,0.137715,0.851301,-1.19535
0.14,0.138668,0.86665,-1.19062
0.141,0.13962,0.882106,-1.18583
0.142,0.140571,0.897669,-1.18099
0.143,0.141521,0.913341,-1.17609
0.144,0.142469,0.929121,-1.17113
0.145,0.143415,0.945011,-1.16611
0.146,0.14436,0.96101,-1.16104
0.147,0.145304,0.977119,-1.15591
0.148,0.146246,0.993339,-1.15073
0.149,0.147186,1.00967,-1.14548
0.15,0.148125,1.02611,-1.14018
0.151,0.149063,1.04267,-1.13482
0.152,0.149998,1.05933,-1.12939
0.153,0.150932,1.07612,-1.12391
0.154,0.151865,1.09301,-1.11837
0.155,0.152795,1.11002,-1.11277
0.156,0.153724,1.12714,-1.10711
0.157,0.154651,1.14438,-1.10139
0.158,0.155576,1.16173,-1.09561
0.159,0.156499,1.1792,-1.08976
0.16,0.157421,1.19679,-1.08386
0.161,0.15834,1.2145,-1.07789
0.162,0.159258,1.23232,-1.07186
0.163,0.160173,1.25026,-1.06577
0.164,0.161087,1.26832,-1.05961
0.165,0.161998,1.2865,-1.05339
0.166,0.162907,1.3048,-1.04711
0.167,0.163815,1.32322,-1.04077
0.168,0.16472,1.34176,-1.03436
0.169,0.165622,1.36042,-1.02788
0.17,0.166523,1.37921,-1.02135
0.171,0.167421,1.39811,-1.01474
0.172,0.168317,1.41714,-1.00807
0.173,0.169211,1.4363,-1.00134
0.174,0.170102,1.45558,-0.994538
0.175,0.170991,1.47498,-0.98767
0.176,0.171877,1.49451,-0.980737
0.177,0.172761,1.51416,-0.973736
0.178,0.173642,1.53394,-0.966667
0.179,0.174521,1.55385,-0.959531
0.18,0.175397,1.57389,-0.952327
0.181,0.17627,1.59405,-0.945055
0.182,0.177141,1.61434,-0.937714
0.183,0.178009,1.63476,-0.930304
0.184,0.178874,1.65531,-0.922825
0.185,0.179737,1.67599,-0.915276
0.186,0.180596,1.69681,-0.907657
0.187,0.181453,1.71775,-0.899967
0.188,0.182307,1.73883,-0.892207
0.189,0.183157,1.76003,-0.884376
0.19,0.184005,1.78138,-0.876473
0.191,0.18485,1.80285,-0.868499
0.192,0.185691,1.82446,-0.860453
0.193,0.18653,1.8462,-0.852334
0.194,0.187365,1.86808,-0.844142
0.195,0.188197,1.8901,-0.835877
0.196,0.189026,1.91225,-0.827539
0.197,0.189851,1.93454,-0.819127
0.198,0.190674,1.95697,-0.810641
0.199,0.191492,1.97953,-0.80208
0.2,0.192308,2.00224,-0.793445
0.201,0.19312,2.02508,-0.784734
0.202,0.193928,2.04806,-0.775948
0.203,0.194733,2.07119,-0.767085
0.204,0.195534,2.09445,-0.758147
0.205,0.196331,2.11786,-0.749131
0.206,0.197125,2.14141,-0.740039
0.207,0.197915,2.1651,-0.730869
0.208,0.198702,2.18894,-0.721622
0.209,0.199484,2.21292,-0.712296
0.21,0.200263,2.23704,-0.702892
0.211,0.201038,2.26131,-0.693409
0.212,0.201809,2.28573,-0.683847
0.213,0.202576,2.31029,-0.674206
0.214,0.203339,2.335,-0.664484
0.215,0.204097,2.35986,-0.654682
0.216,0.204852,2.38486,-0.6448
0.217,0.205603,2.41002,-0.634836
0.218,0.206349,2.43532,-0.624791
0.219,0.207091,2.46078,-0.614664
0.22,0.207829,2.48638,-0.604455
0.221,0.208562,2.51214,-0.594163
0.222,0.209291,2.53805,-0.583789
0.223,0.210016,2.56411,-0.573331
0.224,0.210736,2.59032,-0.562789
0.225,0.211452,2.61669,-0.552164
0.226,0.212163,2.64321,-0.541453
0.227,0.21287,2.66989,-0.530659
0.228,0.213571,2.69672,-0.519778
0.229,0.214269,2.72371,-0.508813
0.23,0.214961,2.75086,-0.497761
0.231,0.215649,2.77816,-0.486622
0.232,0.216332,2.80562,-0.475397
0.233,0.21701,2.83324,-0.464085
0.234,0.217683,2.86102,-0.452686
0.235,0.218352,2.88896,-0.441198
0.236,0.219015,2.91706,-0.429622
0.237,0.219673,2.94532,-0.417957
0.238,0.220327,2.97375,-0.406203
0.239,0.220975,3.00233,-0.39436
0.24,0.221618,3.03108,-0.382426
0.241,0.222256,3.05999,-0.370402
0.242,0.222889,3.08907,-0.358288
0.243,0.223516,3.11832,-0.346082
0.244,0.224138,3.14772,-0.333785
0.245,0.224755,3.1773,-0.321396
0.246,0.225367,3.20704,-0.308914
0.247,0.225973,3.23695,-0.29634
0.248,0.226573,3.26703,-0.283672
0.249,0.227168,3.29727,-0.270911
0.25,0.227758,3.32769,-0.258056
0.251,0.228342,3.35828,-0.245106
0.252,0.22892,3.38903,-0.232062
0.253,0.229493,3.41996,-0.218922
0.254,0.23006,3.45106,-0.205687
0.255,0.230622,3.48234,-0.192356
0.256,0.231178,3.51378,-0.178928
0.257,0.231727,3.54541,-0.165403
0.258,0.232271,3.5772,-0.151781
0.259,0.23281,3.60917,-0.138061
0.26,0.233342,3.64132,-0.124243
0.261,0.233869,3.67365,-0.110327
0.262,0.234389,3.70615,-0.096311
0.263,0.234903,3.73883,-0.0821959
0.264,0.235412,3.77169,-0.0679809
0.265,0.235914,3.80473,-0.0536655
0.266,0.236411,3.83795,-0.0392495
0.267,0.236901,3.87135,-0.0247322
0.268,0.237385,3.90493,-0.0101133
0.269,0.237863,3.93869,0.00460758
0.27,0.238335,3.97264,0.019431
0.271,0.2388,4.00677,0.0343573
0.272,0.23926,4.04108,0.049387
0.273,0.239712,4.07558,0.0645204
0.274,0.240159,4.11026,0.0797581
0.275,0.240599,4.14513,0.0951005
0.276,0.241033,4.18019,0.110548
0.277,0.241461,4.21543,0.126101
0.278,0.241882,4.25087,0.14176
0.279,0.242297,4.28649,0.157526
0.28,0.242705,4.3223,0.173398
0.281,0.243107,4.3583,0.189378
0.282,0.243502,4.39449,0.205465
0.283,0.243891,4.43088,0.221661
0.284,0.244273,4.46746,0.237966
0.285,0.244648,4.50423,0.25438
0.286,0.245017,4.54119,0.270903
0.287,0.24538,4.57835,0.287536
0.288,0.245735,4.6157,0.30428
0.289,0.246084,4.65325,0.321135
0.29,0.246427,4.691,0.338102
0.291,0.246762,4.72894,0.35518
0.292,0.247091,4.76708,0.372371
0.293,0.247414,4.80542,0.389674
0.294,0.247729,4.84396,0.407091
0.295,0.248038,4.8827,0.424622
0.296,0.24834,4.92164,0.442267
0.297,0.248635,4.96078,0.460026
0.298,0.248924,5.00012,0.477901
0.299,0.249205,5.03967,0.495891
0.3,0.24948,5.07942,0.513998
0.301,0.249748,5.11937,0.532221
0.302,0.250009,5.15953,0.550561
0.303,0.250264,5.1999,0.569019
0.304,0.250511,5.24047,0.587595
0.305,0.250752,5.28124,0.606289
0.306,0.250986,5.32223,0.625103
0.307,0.251213,5.36343,0.644036
0.308,0.251433,5.40483,0.663088
0.309,0.251646,5.44644,0.682262
0.31,0.251852,5.48827,0.701556
0.311,0.252052,5.53031,0.720971
0.312,0.252244,5.57255,0.740509
0.313,0.25243,5.61501,0.760169
0.314,0.252609,5.65769,0.779952
0.315,0.252781,5.70058,0.799858
0.316,0.252946,5.74368,0.819888
0.317,0.253104,5.787,0.840042
0.318,0.253255,5.83054,0.860322
0.319,0.253399,5.87429,0.880726
0.32,0.253537,5.91827,0.901257
0.321,0.253667,5.96246,0.921914
0.322,0.253791,6.00687,0.942698
0.323,0.253908,6.0515,0.963609
0.324,0.254018,6.09635,0.984648
0.325,0.254121,6.14142,1.00582
0.326,0.254218,6.18672,1.02711
0.327,0.254307,6.23223,1.04854
0.328,0.25439,6.27798,1.07009
0.329,0.254466,6.32394,1.09178
0.33,0.254535,6.37014,1.1136
0.331,0.254598,6.41655,1.13555
0.332,0.254653,6.4632,1.15763
0.333,0.254702,6.51007,1.17984
0.334,0.254744,6.55717,1.20218
0.335,0.25478,6.6045,1.22466
0.336,0.254808,6.65206,1.24728
0.337,0.25483,6.69985,1.27003
0.338,0.254846,6.74787,1.29291
0.339,0.254854,6.79613,1.31593
0.34,0.254857,6.84461,1.33908
0.341,0.254852,6.89333,1.36237
0.342,0.254841,6.94229,1.3858
0.343,0.254823,6.99147,1.40937
0.344,0.254799,7.0409,1.43307
0.345,0.254768,7.09056,1.45692
0.346,0.254731,7.14046,1.4809
0.347,0.254687,7.1906,1.50502
0.348,0.254636,7.24097,1.52929
0.349,0.25458,7.29159,1.55369
0.35,0.254517,7.34244,1.57824
0.351,0.254447,7.39354,1.60292
0.352,0.254371,7.44487,1.62775
0.353,0.254289,7.49646,1.65273
0.354,0.2542,7.54828,1.67784
0.355,0.254106,7.60035,1.70311
0.356,0.254004,7.65266,1.72851
0.357,0.253897,7.70522,1.75406
0.358,0.253784,7.75802,1.77976
0.359,0.253664,7.81107,1.8056
0.36,0.253538,7.86437,1.83159
0.361,0.253406,7.91792,1.85773
0.362,0.253268,7.97172,1.88402
0.363,0.253125,8.02577,1.91045
0.364,0.252975,8.08006,1.93703
0.365,0.252819,8.13462,1.96377
0.366,0.252657,8.18942,1.99065
0.367,0.252489,8.24447,2.01769
0.368,0.252315,8.29978,2.04487
0.369,0.252136,8.35535,2.07221
0.37,0.251951,8.41117,2.0997
0.371,0.25176,8.46724,2.12734
0.372,0.251563,8.52358,2.15514
0.373,0.251361,8.58017,2.18309
0.374,0.251153,8.63702,2.2112
0.375,0.250939,8.69413,2.23946
0.376,0.25072,8.7515,2.26788
0.377,0.250496,8.80913,2.29645
0.378,0.250266,8.86702,2.32519
0.379,0.25003,8.92518,2.35408
0.38,0.249789,8.98359,2.38312
0.381,0.249543,9.04227,2.41233
0.382,0.249291,9.10122,2.4417
0.383,0.249034,9.16043,2.47122
0.384,0.248772,9.21991,2.50091
0.385,0.248505,9.27966,2.53076
0.386,0.248232,9.33967,2.56077
0.387,0.247955,9.39995,2.59094
0.388,0.247672,9.4605,2.62127
0.389,0.247384,9.52132,2.65177
0.39,0.247092,9.58242,2.68244
0.391,0.246794,9.64378,2.71326
0.392,0.246492,9.70542,2.74426
0.393,0.246185,9.76733,2.77542
0.394,0.245873,9.82951,2.80674
0.395,0.245556,9.89197,2.83823
0.396,0.245234,9.9547,2.86989
0.397,0.244908,10.0177,2.90172
0.398,0.244578,10.081,2.93372
0.399,0.244242,10.1446,2.96589
0.4,0.243902,10.2084,2.99823
0.401,0.243558,10.2725,3.03074
0.402,0.243209,10.3369,3.06342
0.403,0.242856,10.4016,3.09627
0.404,0.242499,10.4666,3.12929
0.405,0.242137,10.5318,3.16249
0.406,0.241771,10.5974,3.19587
0.407,0.241401,10.6632,3.22941
0.408,0.241027,10.7293,3.26313
0.409,0.240649,10.7957,3.29703
0.41,0.240266,10.8624,3.33111
0.411,0.23988,10.9293,3.36536
0.412,0.23949,10.9966,3.39979
0.413,0.239095,11.0641,3.43439
0.414,0.238697,11.1319,3.46918
0.415,0.238295,11.2001,3.50414
0.416,0.23789,11.2685,3.53929
0.417,0.23748,11.3372,3.57462
0.418,0.237067,11.4062,3.61013
0.419,0.236651,11.4755,3.64582
0.42,0.236231,11.545,3.68169
0.421,0.235807,11.6149,3.71774
0.422,0.23538,11.6851,3.75398
0.423,0.234949,11.7556,3.79041
0.424,0.234515,11.8263,3.82702
0.425,0.234078,11.8974,3.86382
0.426,0.233637,11.9688,3.9008
0.427,0.233194,12.0404,3.93797
0.428,0.232747,12.1124,3.97533
0.429,0.232297,12.1847,4.01287
0.43,0.231843,12.2572,4.05061
0.431,0.231387,12.3301,4.08853
0.432,0.230928,12.4033,4.12665
0.433,0.230466,12.4768,4.16496
0.434,0.230001,12.5505,4.20345
0.435,0.229533,12.6246,4.24214
0.436,0.229062,12.699,4.28103
0.437,0.228589,12.7737,4.32011
0.438,0.228113,12.8487,4.35938
0.439,0.227634,12.9241,4.39885
0.44,0.227153,12.9997,4.43851
0.441,0.226669,13.0756,4.47837
0.442,0.226182,13.1519,4.51843
0.443,0.225693,13.2285,4.55868
0.444,0.225202,13.3053,4.59914
0.445,0.224708,13.3825,4.63979
0.446,0.224212,13.46,4.68064
0.447,0.223714,13.5379,4.72169
0.448,0.223213,13.616,4.76295
0.449,0.22271,13.6945,4.8044
0.45,0.222205,13.7732,4.84606
0.451,0.221698,13.8523,4.88792
0.452,0.221189,13.9317,4.92999
0.453,0.220678,14.0115,4.97226
0.454,0.220164,14.0915,5.01473
0.455,0.219649,14.1719,5.05742
0.456,0.219132,14.2526,5.1003
0.457,0.218613,14.3336,5.1434
0.458,0.218093,14.4149,5.1867
0.459,0.21757,14.4966,5.23021
0.46,0.217046,14.5786,5.27394
0.461,0.21652,14.6609,5.31787
0.462,0.215993,14.7435,5.36201
0.463,0.215464,14.8265,5.40636
0.464,0.214933,14.9098,5.45093
0.465,0.214401,14.9934,5.49571
0.466,0.213868,15.0774,5.5407
0.467,0.213333,15.1617,5.58591
0.468,0.212796,15.2463,5.63133
0.469,0.212258,15.3313,5.67697
0.47,0.211719,15.4165,5.72282
0.471,0.211179,15.5022,5.7689
0.472,0.210637,15.5881,5.81519
0.473,0.210095,15.6744,5.86169
0.474,0.209551,15.761,5.90842
0.475,0.209006,15.848,5.95537
0.476,0.20846,15.9353,6.00254
0.477,0.207912,16.0229,6.04993
0.478,0.207364,16.1109,6.09754
0.479,0.206815,16.1992,6.14538
0.48,0.206265,16.2878,6.19344
0.481,0.205714,16.3768,6.24172
0.482,0.205162,16.4662,6.29023
0.483,0.20461,16.5558,6.33896
0.484,0.204056,16.6458,6.38792
0.485,0.203502,16.7362,6.43711
0.486,0.202947,16.8269,6.48653
0.487,0.202391,16.918,6.53617
0.488,0.201835,17.0094,6.58605
0.489,0.201278,17.1011,6.63615
0.49,0.200721,17.1932,6.68649
0.491,0.200163,17.2856,6.73706
0.492,0.199604,17.3784,6.78786
0.493,0.199046,17.4716,6.83889
0.494,0.198486,17.5651,6.89016
0.495,0.197926,17.6589,6.94166
0.496,0.197366,17.7531,6.9934
0.497,0.196805,17.8476,7.04537
0.498,0.196245,17.9425,7.09758
0.499,0.195683,18.0378,7.15003
0.5,0.195122,18.1334,7.20272
0.501,0.19456,18.2294,7.25565
0.502,0.193998,18.3257,7.30881
0.503,0.193436,18.4224,7.36222
0.504,0.192874,18.5194,7.41587
0.505,0.192312,18.6168,7.46976
0.506,0.191749,18.7145,7.52389
0.507,0.191187,18.8126,7.57827
0.508,0.190624,18.9111,7.63289
0.509,0.190062,19.0099,7.68776
0.51,0.189499,19.1091,7.74288
0.511,0.188937,19.2087,7.79824
0.512,0.188375,19.3086,7.85385
0.513,0.187812,19.4089,7.90971
0.514,0.18725,19.5095,7.96581
0.515,0.186688,19.6105,8.02217
0.516,0.186127,19.7119,8.07878
0.517,0.185565,19.8136,8.13564
0.518,0.185004,19.9158,8.19275
0.519,0.184443,20.0182,8.25011
0.52,0.183882,20.1211,8.30773
0.521,0.183321,20.2243,8.3656
0.522,0.182761,20.3279,8.42373
0.523,0.182201,20.4318,8.48212
0.524,0.181642,20.5362,8.54076
0.525,0.181083,20.6408,8.59966
0.526,0.180524,20.7459,8.65882
0.527,0.179966,20.8514,8.71824
0.528,0.179408,20.9572,8.77792
0.529,0.178851,21.0634,8.83786
0.53,0.178294,21.1699,8.89806
0.531,0.177738,21.2769,8.95852
0.532,0.177182,21.3842,9.01925
0.533,0.176627,21.4919,9.08024
0.534,0.176072,21.5999,9.1415
0.535,0.175518,21.7084,9.20302
0.536,0.174965,21.8172,9.26481
0.537,0.174412,21.9264,9.32687
0.538,0.17386,22.036,9.3892
0.539,0.173308,22.146,9.45179
0.54,0.172758,22.2563,9.51466
0.541,0.172208,22.3671,9.57779
0.542,0.171658,22.4782,9.6412
0.543,0.17111,22.5897,9.70488
0.544,0.170562,22.7016,9.76883
0.545,0.170015,22.8138,9.83306
0.546,0.169469,22.9265,9.89756
0.547,0.168924,23.0395,9.96234
0.548,0.168379,23.1529,10.0274
0.549,0.167835,23.2667,10.0927
0.55,0.167292,23.3809,10.1583
0.551,0.16675,23.4955,10.2242
0.552,0.166209,23.6105,10.2904
0.553,0.165669,23.7258,10.3568
0.554,0.16513,23.8416,10.4236
0.555,0.164591,23.9577,10.4906
0.556,0.164054,24.0742,10.5579
0.557,0.163518,24.1912,10.6255
0.558,0.162982,24.3085,10.6933
0.559,0.162448,24.4262,10.7615
0.56,0.161914,24.5443,10.8299
0.561,0.161382,24.6628,10.8986
0.562,0.16085,24.7817,10.9677
0.563,0.16032,24.9009,11.037
0.564,0.15979,25.0206,11.1065
0.565,0.159262,25.1407,11.1764
0.566,0.158735,25.2611,11.2466
0.567,0.158208,25.382,11.3171
0.568,0.157683,25.5033,11.3878
0.569,0.157159,25.6249,11.4589
0.57,0.156636,25.747,11.5302
0.571,0.156115,25.8694,11.6019
0.572,0.155594,25.9923,11.6738
0.573,0.155074,26.1155,11.7461
0.574,0.154556,26.2392,11.8186
0.575,0.154039,26.3632,11.8914
0.576,0.153523,26.4877,11.9646
0.577,0.153008,26.6126,12.038
0.578,0.152494,26.7378,12.1118
0.579,0.151982,26.8635,12.1858
0.58,0.151471,26.9895,12.2602
0.581,0.150961,27.116,12.3348
0.582,0.150452,27.2429,12.4098
0.583,0.149944,27.3702,12.485
0.584,0.149438,27.4978,12.5606
0.585,0.148933,27.6259,12.6365
0.586,0.148429,27.7544,12.7127
0.587,0.147926,27.8833,12.7892
0.588,0.147425,28.0126,12.866
0.589,0.146925,28.1423,12.9431
0.59,0.146426,28.2725,13.0206
0.591,0.145928,28.403,13.0983
0.592,0.145432,28.5339,13.1764
0.593,0.144937,28.6653,13.2548
0.594,0.144444,28.797,13.3334
0.595,0.143951,28.9292,13.4125
0.596,0.14346,29.0618,13.4918
0.597,0.142971,29.1947,13.5714
0.598,0.142482,29.3281,13.6514
0.599,0.141995,29.462,13.7317
0.6,0.141509,29.5962,13.8123
0.601,0.141025,29.7308,13.8932
0.602,0.140542,29.8658,13.9745
0.603,0.14006,30.0013,14.0561
0.604,0.13958,30.1372,14.138
0.605,0.139101,30.2734,14.2202
0.606,0.138623,30.4101,14.3028
0.607,0.138147,30.5473,14.3857
0.608,0.137672,30.6848,14.4689
0.609,0.137199,30.8227,14.5524
0.61,0.136727,30.9611,14.6363
0.611,0.136256,31.0998,14.7205
0.612,0.135786,31.239,14.8051
0.613,0.135318,31.3786,14.8899
0.614,0.134852,31.5186,14.9751
0.615,0.134386,31.6591,15.0607
0.616,0.133923,31.7999,15.1466
0.617,0.13346,31.9412,15.2328
0.618,0.132999,32.0829,15.3193
0.619,0.132539,32.225,15.4062
0.62,0.132081,32.3675,15.4935
0.621,0.131624,32.5104,15.581
0.622,0.131169,32.6538,15.669
0.623,0.130715,32.7976,15.7572
0.624,0.130262,32.9418,15.8458
0.625,0.129811,33.0864,15.9348
0.626,0.129361,33.2314,16.0241
0.627,0.128913,33.3769,16.1137
0.628,0.128466,33.5228,16.2037
0.629,0.12802,33.6691,16.294
0.63,0.127576,33.8158,16.3847
0.631,0.127133,33.9629,16.4757
0.632,0.126692,34.1105,16.5671
0.633,0.126252,34.2584,16.6589
0.634,0.125813,34.4068,16.751
0.635,0.125376,34.5556,16.8434
0.636,0.12494,34.7049,16.9362
0.637,0.124506,34.8546,17.0294
0.638,0.124073,35.0046,17.1229
0.639,0.123642,35.1551,17.2168
0.64,0.123212,35.3061,17.311
0.641,0.122783,35.4574,17.4056
0.642,0.122356,35.6092,17.5005
0.643,0.12193,35.7614,17.5959
0.644,0.121506,35.914,17.6915
0.645,0.121083,36.067,17.7876
0.646,0.120662,36.2205,17.884
0.647,0.120242,36.3744,17.9808
0.648,0.119823,36.5287,18.0779
0.649,0.119406,36.6834,18.1754
0.65,0.11899,36.8386,18.2733
0.651,0.118575,36.9941,18.3715
0.652,0.118162,37.1501,18.4701
0.653,0.117751,37.3066,18.5691
0.654,0.11734,37.4634,18.6685
0.655,0.116932,37.6207,18.7682
0.656,0.116524,37.7784,18.8683
0.657,0.116118,37.9365,18.9688
0.658,0.115714,38.095,19.0696
0.659,0.115311,38.254,19.1709
0.66,0.114909,38.4134,19.2725
0.661,0.114508,38.5732,19.3745
0.662,0.11411,38.7334,19.4769
0.663,0.113712,38.8941,19.5796
0.664,0.113316,39.0551,19.6828
0.665,0.112921,39.2166,19.7863
0.666,0.112528,39.3785,19.8902
0.667,0.112136,39.5409,19.9945
0.668,0.111745,39.7037,20.0991
0.669,0.111356,39.8668,20.2042
0.67,0.110968,40.0305,20.3097
0.671,0.110581,40.1945,20.4155
0.672,0.110196,40.3589,20.5217
0.673,0.109813,40.5238,20.6284
0.674,0.10943,40.6891,20.7354
0.675,0.109049,40.8548,20.8428
0.676,0.10867,41.021,20.9506
0.677,0.108292,41.1875,21.0588
0.678,0.107915,41.3545,21.1674
0.679,0.107539,41.5219,21.2764
0.68,0.107165,41.6898,21.3858
0.681,0.106792,41.858,21.4956
0.682,0.106421,42.0267,21.6058
0.683,0.106051,42.1958,21.7164
0.684,0.105682,42.3653,21.8273
0.685,0.105315,42.5352,21.9387
0.686,0.104949,42.7056,22.0505
0.687,0.104584,42.8763,22.1628
0.688,0.104221,43.0475,22.2754
0.689,0.103859,43.2191,22.3884
0.69,0.103498,43.3911,22.5018
0.691,0.103139,43.5636,22.6157
0.692,0.102781,43.7364,22.7299
0.693,0.102424,43.9097,22.8446
0.694,0.102069,44.0834,22.9597
0.695,0.101715,44.2575,23.0752
0.696,0.101362,44.4321,23.1911
0.697,0.101011,44.607,23.3074
0.698,0.100661,44.7824,23.4241
0.699,0.100312,44.9581,23.5413
0.7,0.0999643,45.1343,23.6589
0.701,0.0996181,45.3109,23.7769
0.702,0.0992732,45.488,23.8953
