x,exact,equidistant,chebyshev
0.703,0.0989296,45.6654,24.0141
0.704,0.0985873,45.8432,24.1334
0.705,0.0982463,46.0215,24.2531
0.706,0.0979065,46.2002,24.3732
0.707,0.097568,46.3792,24.4937
0.708,0.0972308,46.5587,24.6147
0.709,0.0968949,46.7386,24.7361
0.71,0.0965603,46.919,24.8579
0.711,0.0962269,47.0997,24.9802
0.712,0.0958948,47.2808,25.1028
0.713,0.0955639,47.4624,25.226
0.714,0.0952343,47.6443,25.3495
0.715,0.0949059,47.8267,25.4735
0.716,0.0945788,48.0094,25.5979
0.717,0.094253,48.1926,25.7228
0.718,0.0939283,48.3762,25.8481
0.719,0.093605,48.5602,25.9738
0.72,0.0932828,48.7446,26.1
0.721,0.0929619,48.9294,26.2266
0.722,0.0926422,49.1146,26.3537
0.723,0.0923237,49.3002,26.4812
0.724,0.0920065,49.4862,26.6091
0.725,0.0916904,49.6726,26.7375
0.726,0.0913756,49.8594,26.8664
0.727,0.091062,50.0466,26.9957
0.728,0.0907496,50.2342,27.1254
0.729,0.0904384,50.4222,27.2556
0.73,0.0901283,50.6106,27.3862
0.731,0.0898195,50.7994,27.5173
0.732,0.0895119,50.9886,27.6489
0.733,0.0892055,51.1781,27.7808
0.734,0.0889002,51.3681,27.9133
0.735,0.0885961,51.5585,28.0462
0.736,0.0882932,51.7493,28.1796
0.737,0.0879914,51.9404,28.3134
0.738,0.0876909,52.132,28.4477
0.739,0.0873915,52.3239,28.5824
0.74,0.0870932,52.5163,28.7176
0.741,0.0867961,52.709,28.8533
0.742,0.0865002,52.9021,28.9894
0.743,0.0862054,53.0956,29.126
0.744,0.0859117,53.2895,29.2631
0.745,0.0856192,53.4837,29.4006
0.746,0.0853278,53.6784,29.5386
0.747,0.0850376,53.8734,29.6771
0.748,0.0847485,54.0688,29.816
0.749,0.0844605,54.2646,29.9555
0.75,0.0841736,54.4608,30.0953
0.751,0.0838879,54.6574,30.2357
0.752,0.0836032,54.8543,30.3765
0.753,0.0833197,55.0516,30.5178
0.754,0.0830373,55.2493,30.6596
0.755,0.0827559,55.4474,30.8019
0.756,0.0824757,55.6458,30.9446
0.757,0.0821966,55.8446,31.0879
0.758,0.0819185,56.0438,31.2316
0.759,0.0816416,56.2433,31.3758
0.76,0.0813657,56.4432,31.5204
0.761,0.0810909,56.6435,31.6656
0.762,0.0808172,56.8442,31.8112
0.763,0.0805445,57.0452,31.9574
0.764,0.080273,57.2466,32.104
0.765,0.0800024,57.4483,32.2511
0.766,0.079733,57.6504,32.3987
0.767,0.0794646,57.8529,32.5468
0.768,0.0791972,58.0557,32.6954
0.769,0.0789309,58.2589,32.8444
0.77,0.0786657,58.4624,32.994
0.771,0.0784014,58.6663,33.1441
0.772,0.0781383,58.8705,33.2946
0.773,0.0778761,59.0751,33.4457
0.774,0.077615,59.2801,33.5973
0.775,0.0773549,59.4854,33.7493
0.776,0.0770958,59.691,33.9019
0.777,0.0768377,59.897,34.055
0.778,0.0765807,60.1034,34.2085
0.779,0.0763247,60.31,34.3626
0.78,0.0760696,60.5171,34.5172
0.781,0.0758156,60.7244,34.6723
0.782,0.0755626,60.9321,34.8279
0.783,0.0753105,61.1402,34.984
0.784,0.0750595,61.3485,35.1406
0.785,0.0748094,61.5573,35.2978
0.786,0.0745603,61.7663,35.4554
0.787,0.0743122,61.9757,35.6136
0.788,0.0740651,62.1854,35.7722
0.789,0.073819,62.3954,35.9314
0.79,0.0735738,62.6058,36.0911
0.791,0.0733296,62.8164,36.2514
0.792,0.0730863,63.0274,36.4121
0.793,0.072844,63.2388,36.5734
0.794,0.0726027,63.4504,36.7352
0.795,0.0723623,63.6624,36.8975
0.796,0.0721228,63.8746,37.0603
0.797,0.0718843,64.0872,37.2237
0.798,0.0716467,64.3001,37.3876
0.799,0.0714101,64.5133,37.552
0.8,0.0711744,64.7269,37.717
0.801,0.0709396,64.9407,37.8825
0.802,0.0707057,65.1548,38.0485
0.803,0.0704728,65.3692,38.215
0.804,0.0702408,65.584,38.3821
0.805,0.0700097,65.799,38.5497
0.806,0.0697795,66.0143,38.7179
0.807,0.0695502,66.23,38.8866
0.808,0.0693218,66.4459,39.0558
0.809,0.0690943,66.6621,39.2256
0.81,0.0688677,66.8786,39.3959
0.811,0.068642,67.0953,39.5667
0.812,0.0684172,67.3124,39.7381
0.813,0.0681933,67.5298,39.91
0.814,0.0679702,67.7474,40.0825
0.815,0.067748,67.9653,40.2556
0.816,0.0675267,68.1835,40.4291
0.817,0.0673063,68.4019,40.6033
0.818,0.0670867,68.6206,40.7779
0.819,0.066868,68.8396,40.9532
0.82,0.0666502,69.0589,41.129
0.821,0.0664332,69.2784,41.3053
0.822,0.066217,69.4982,41.4822
0.823,0.0660018,69.7182,41.6596
0.824,0.0657873,69.9385,41.8376
0.825,0.0655737,70.1591,42.0162
0.826,0.065361,70.3799,42.1953
0.827,0.065149,70.601,42.375
0.828,0.0649379,70.8223,42.5553
0.829,0.0647277,71.0438,42.7361
0.83,0.0645182,71.2656,42.9174
0.831,0.0643096,71.4876,43.0994
0.832,0.0641018,71.7099,43.2819
0.833,0.0638948,71.9324,43.465
0.834,0.0636887,72.1551,43.6486
0.835,0.0634833,72.3781,43.8328
0.836,0.0632787,72.6013,44.0176
0.837,0.063075,72.8247,44.203
0.838,0.062872,73.0484,44.3889
0.839,0.0626698,73.2722,44.5754
0.84,0.0624685,73.4963,44.7625
0.841,0.0622679,73.7206,44.9502
0.842,0.0620681,73.9451,45.1384
0.843,0.0618691,74.1698,45.3272
0.844,0.0616708,74.3947,45.5166
0.845,0.0614734,74.6198,45.7066
0.846,0.0612767,74.8451,45.8972
0.847,0.0610807,75.0706,46.0883
0.848,0.0608856,75.2964,46.2801
0.849,0.0606912,75.5222,46.4724
0.85,0.0604975,75.7483,46.6653
0.851,0.0603047,75.9746,46.8588
0.852,0.0601125,76.201,47.0529
0.853,0.0599212,76.4277,47.2476
0.854,0.0597305,76.6545,47.4429
0.855,0.0595406,76.8814,47.6388
0.856,0.0593515,77.1086,47.8352
0.857,0.0591631,77.3359,48.0323
0.858,0.0589754,77.5634,48.23
0.859,0.0587885,77.791,48.4282
0.86,0.0586023,78.0188,48.6271
0.861,0.0584168,78.2467,48.8266
0.862,0.058232,78.4748,49.0266
0.863,0.0580479,78.7031,49.2273
0.864,0.0578646,78.9314,49.4286
0.865,0.057682,79.16,49.6305
0.866,0.0575001,79.3886,49.833
0.867,0.0573189,79.6174,50.0361
0.868,0.0571384,79.8463,50.2398
0.869,0.0569586,80.0754,50.4441
0.87,0.0567795,80.3045,50.6491
0.871,0.0566011,80.5338,50.8546
0.872,0.0564233,80.7632,51.0608
0.873,0.0562463,80.9927,51.2676
0.874,0.05607,81.2224,51.475
0.875,0.0558943,81.4521,51.683
0.876,0.0557193,81.6819,51.8916
0.877,0.0555451,81.9118,52.1009
0.878,0.0553714,82.1419,52.3108
0.879,0.0551985,82.372,52.5213
0.88,0.0550262,82.6022,52.7324
0.881,0.0548546,82.8324,52.9442
0.882,0.0546836,83.0628,53.1566
0.883,0.0545133,83.2932,53.3696
0.884,0.0543437,83.5237,53.5832
0.885,0.0541747,83.7543,53.7975
0.886,0.0540064,83.9849,54.0124
0.887,0.0538387,84.2156,54.228
0.888,0.0536717,84.4463,54.4441
0.889,0.0535053,84.6771,54.6609
0.89,0.0533395,84.908,54.8784
0.891,0.0531744,85.1388,55.0965
0.892,0.0530099,85.3698,55.3152
0.893,0.0528461,85.6007,55.5346
0.894,0.0526829,85.8317,55.7546
0.895,0.0525203,86.0627,55.9752
0.896,0.0523584,86.2937,56.1965
0.897,0.052197,86.5248,56.4185
0.898,0.0520363,86.7558,56.6411
0.899,0.0518762,86.9869,56.8643
0.9,0.0517167,87.218,57.0882
0.901,0.0515578,87.449,57.3128
0.902,0.0513996,87.6801,57.538
0.903,0.0512419,87.9111,57.7638
0.904,0.0510848,88.1422,57.9903
0.905,0.0509284,88.3732,58.2175
0.906,0.0507725,88.6042,58.4453
0.907,0.0506173,88.8352,58.6738
0.908,0.0504626,89.0661,58.9029
0.909,0.0503085,89.297,59.1327
0.91,0.050155,89.5278,59.3631
0.911,0.0500021,89.7587,59.5943
0.912,0.0498498,89.9894,59.826
0.913,0.0496981,90.2201,60.0585
0.914,0.0495469,90.4507,60.2916
0.915,0.0493963,90.6813,60.5254
0.916,0.0492463,90.9118,60.7599
0.917,0.0490969,91.1422,60.995
0.918,0.048948,91.3726,61.2308
0.919,0.0487997,91.6028,61.4673
0.92,0.048652,91.833,61.7044
0.921,0.0485048,92.0631,61.9422
0.922,0.0483582,92.293,62.1807
0.923,0.0482121,92.5229,62.4199
0.924,0.0480666,92.7526,62.6598
0.925,0.0479216,92.9823,62.9003
0.926,0.0477772,93.2118,63.1415
0.927,0.0476333,93.4412,63.3834
0.928,0.04749,93.6704,63.626
0.929,0.0473472,93.8995,63.8693
0.93,0.047205,94.1285,64.1133
0.931,0.0470633,94.3573,64.3579
0.932,0.0469221,94.5859,64.6033
0.933,0.0467815,94.8144,64.8493
0.934,0.0466414,95.0428,65.096
0.935,0.0465018,95.2709,65.3434
0.936,0.0463628,95.4989,65.5915
0.937,0.0462243,95.7267,65.8404
0.938,0.0460863,95.9543,66.0899
0.939,0.0459488,96.1817,66.3401
0.94,0.0458118,96.4089,66.591
0.941,0.0456754,96.6359,66.8426
0.942,0.0455394,96.8627,67.0949
0.943,0.045404,97.0893,67.3479
0.944,0.0452691,97.3157,67.6016
0.945,0.0451347,97.5418,67.856
0.946,0.0450008,97.7677,68.1112
0.947,0.0448674,97.9933,68.367
0.948,0.0447344,98.2187,68.6236
0.949,0.044602,98.4438,68.8808
0.95,0.0444701,98.6687,69.1388
0.951,0.0443387,98.8933,69.3975
0.952,0.0442078,99.1176,69.6569
0.953,0.0440773,99.3417,69.917
0.954,0.0439474,99.5654,70.1778
0.955,0.0438179,99.7889,70.4394
0.956,0.0436889,100.012,70.7017
0.957,0.0435604,100.235,70.9647
0.958,0.0434324,100.458,71.2284
0.959,0.0433048,100.68,71.4928
0.96,0.0431778,100.902,71.758
0.961,0.0430512,101.123,72.0239
0.962,0.042925,101.344,72.2905
0.963,0.0427994,101.565,72.5579
0.964,0.0426742,101.786,72.826
0.965,0.0425494,102.006,73.0948
0.966,0.0424252,102.226,73.3643
0.967,0.0423014,102.445,73.6346
0.968,0.042178,102.664,73.9056
0.969,0.0420551,102.883,74.1774
0.97,0.0419327,103.101,74.4499
0.971,0.0418107,103.319,74.7231
0.972,0.0416891,103.537,74.9971
0.973,0.0415681,103.754,75.2718
0.974,0.0414474,103.97,75.5473
0.975,0.0413272,104.187,75.8235
0.976,0.0412075,104.402,76.1004
0.977,0.0410882,104.618,76.3781
0.978,0.0409693,104.833,76.6566
0.979,0.0408509,105.047,76.9357
0.98,0.0407329,105.261,77.2157
0.981,0.0406153,105.474,77.4964
0.982,0.0404982,105.687,77.7778
0.983,0.0403814,105.9,78.06
0.984,0.0402652,106.112,78.343
0.985,0.0401493,106.323,78.6267
0.986,0.0400339,106.534,78.9112
0.987,0.0399189,106.745,79.1964
0.988,0.0398043,106.955,79.4824
0.989,0.0396902,107.164,79.7692
0.99,0.0395764,107.373,80.0567
0.991,0.0394631,107.581,80.345
0.992,0.0393502,107.789,80.6341
0.993,0.0392377,107.996,80.9239
0.994,0.0391256,108.203,81.2145
0.995,0.0390139,108.409,81.5058
0.996,0.0389026,108.614,81.798
0.997,0.0387917,108.819,82.0909
0.998,0.0386813,109.023,82.3846
0.999,0.0385712,109.226,82.679
1,0.0384615,109.429,82.9743
